0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,253,0,0,0,0,0,0,0,0,0
0,0,0,0,0,926,0,0,0,0,0,0,0,0,0
0,0,0,0,0,840,0,0,0,0,0,0,0,0,0
0,0,353,0,0,927,0,0,0,0,0,0,0,0,0
920,589,905,612,0,1027,0,655,0,0,0,0,0,0,0
954,1043,991,903,0,1082,0,977,0,0,0,0,0,0,0
563,1005,931,585,0,962,30,466,0,0,0,0,0,0,0
487,959,871,438,0,860,1024,488,0,0,0,0,0,0,0
322,879,755,461,0,888,975,428,0,0,0,0,0,0,0
474,908,925,452,0,954,948,498,0,0,0,0,0,0,0
355,855,908,436,0,815,895,468,0,0,0,0,0,0,0
485,1018,950,500,0,923,1014,510,0,0,0,0,0,0,0
441,924,925,477,0,925,842,444,0,0,0,0,0,0,0
521,987,982,497,0,956,931,420,0,0,0,0,0,0,0
463,893,907,450,0,919,889,443,0,0,0,0,0,0,0
516,919,935,504,0,906,974,410,0,0,0,0,0,0,0
502,747,817,502,0,809,797,214,0,0,0,0,0,0,0
698,798,840,700,0,764,1099,60,0,0,0,0,0,0,0
751,968,1170,709,0,987,1006,180,0,0,0,0,0,0,0
744,873,1119,745,0,815,861,229,0,0,0,0,0,0,0
844,2011,1106,795,0,2101,1187,248,0,0,0,0,0,0,0
905,1897,1492,809,0,1401,1459,257,0,0,0,0,0,0,0
896,1116,105,782,0,1645,1073,264,0,0,0,0,0,0,0
920,997,1036,829,0,1036,1016,267,0,0,0,0,0,0,0
733,1034,1030,738,0,1080,1039,296,0,0,0,0,0,0,0
844,990,981,697,0,1008,733,251,0,0,0,0,0,0,0
764,974,989,691,0,985,687,323,0,0,0,0,0,0,0
666,859,916,549,0,971,936,292,0,0,0,0,0,0,0
693,802,866,540,0,926,672,316,0,0,0,0,0,0,0
446,719,837,493,0,1027,642,345,0,0,0,0,0,0,0
554,923,760,528,0,962,1041,317,0,0,0,0,0,0,0
545,758,922,613,0,554,671,259,0,0,0,0,0,0,0
